cmt_col,labels,length,processed_text
"cơ bản là cái trận đó thằng TF đánh cũng ngu feed 1/15 hay 1/17 gì đó mà nó còn chửi lại team nữa. Ông Mực tính cũng trẩu, thấy thế xong game kết bạn với thằng TF xong mời vào tổ đội để chửi bằng mồm cho đã. Và thế là có cái drama vừa xong =)))",1.0,244,"cơ_bản là cái trận đó thằng tf đánh cũng ngu feed 1 / 15 hay 1 / 17 gì đó mà nó còn chửi lại team nữa . ông mực tính cũng trẩu , thấy thế xong game kết_bạn với thằng tf xong mời vào tổ_đội để chửi bằng mồm cho đã . và thế_là có cái drama vừa xong = ) ) )"
Mối thơm,0.0,8,mối thơm
Chị có chim không .... sao nhìn gớm gớm....,1.0,43,chị có chim không ... . sao nhìn gớm gớm ... .
Dell hiểu kiểu j,1.0,16,dell hiểu kiểu gì
Trông mặt mũi vậy mà lòng dạ ác độc quá!,1.0,40,trông mặt_mũi vậy_mà lòng_dạ ác_độc quá !
Đã lâu rồi không nói gì nên hôm nay mình đăng bài này nói về vụ Jack - J97 và Đặng Tiến Hoàng - Viruss) Bạn nói . Trình Trần Phương Tuấn. Không biết 1 nốt nhạc? Vậy tại sao Jack ra bạn MV nào cũng ghi PRODUCER dị? J không biết nốt nhạc… Xem thêm,0.0,245,đã lâu rồi không nói gì nên hôm_nay mình đăng bài này nói về vụ jack - j97 và đặng tiến hoàng - viruss ) bạn nói . trình trần phương tuấn . không biết 1 nốt_nhạc ? vậy tại_sao jack ra bạn mv nào cũng ghi producer dị ? gì không biết nốt_nhạc … xem thêm
khóc đến mức đít gắng bóng đèn ô tô lun,1.0,39,khóc đến mức đít gắng bóng đèn ô_tô lun
"Ông thích chào không trọng tài , ơ chào chào cái dm",1.0,51,"ông thích chào không trọng_tài , ơ chào chào cái dm"
Nguyễn Đức bố ông,0.0,17,nguyễn đức bố ông
Tập Cặn Bã:,2.0,11,tập cặn_bã :
Chậm cái l nhanh chậm kệ mẹ ngta đi cmt lắm ăn l àaaaaaaa 🤞🏿,2.0,60,chậm cái l nhanh chậm kệ mẹ ngta đi cmt lắm ăn l àaaaaaaa 🤞 🏿
=]]z bait rõ công nhận 2 khứa này zui thiệt =]]z,0.0,48,= ] ] z bait rõ công_nhận 2 khứa này zui thiệt = ] ] z
đọc page này rất thư giãn :))),0.0,30,đọc page này rất thư giãn : ) ) )
Bạn chả có tí máu lồn nào gọi là văn hóa cả 😂😂,1.0,46,bạn chả có tí máu lồn nào gọi là văn_hóa cả 😂 😂
 sao ??? cứng họng nên hahaa à con ngu này,0.0,42,sao ? ? ? cứng_họng nên hahaa à con ngu này
Đặng Công Vinh loại mày có cặc tiền mà mua loại xin,2.0,51,đặng công vinh loại mày có cặc tiền mà mua loại xin
"Khanh Truong có tuổi r. Cháu tưởng suy nghĩ cô đã trưởng thành. Chứ đi idol rách thì hiểu cô "" đáng tuổi mẹ"" ntn rồi",1.0,116,"khanh truong có tuổi r . cháu tưởng suy_nghĩ cô đã trưởng_thành . chứ đi idol rách thì hiểu cô "" đáng tuổi mẹ "" như thế_nào rồi"
Ditme đéo hiểu sao,1.0,18,ditme đéo hiểu sao
2 game thua cay é é é cay lỏk kkkk,1.0,34,2 game thua cay é é é cay lỏk kkkk
Kêu tồ kéo cho bú win.,0.0,22,kêu tồ kéo cho bú win .
"chơi một mình, đổ lỗi cho trọng tài",0.0,35,"chơi một_mình , đổ lỗi cho trọng_tài"
Ae thất lạc của abe ak,0.0,22,anh_em thất_lạc của abe ak
Ảnh bên trái là khi a độ đi phẫu thuật thẩm mĩ,0.0,46,ảnh bên trái là khi a độ đi phẫu_thuật thẩm_mĩ
jack ít khi lên tiếng nhưng lần này lên tiếng vì Jaxk muốn chứng tỏ mình ko bị câm,0.0,82,jack ít khi lên_tiếng nhưng lần này lên_tiếng vì jaxk muốn chứng_tỏ mình không bị câm
Ban loi 1 nam moi mua duoc 1chiec xe d ma xa hoi thui nat toi cho nguoi dan luong thien,1.0,87,ban loi 1 nam moi mua duoc 1chiec xe d ma_xa hoi thui nat toi cho nguoi dan luong thien
Cứ lấc cấc gặp ngoài bố đánh vào mặt đấy con chó ạ,2.0,50,cứ lấc_cấc gặp ngoài bố đánh vào mặt đấy con chó ạ
Kon mẹ nhà nước lũ hút máu dân,2.0,30,kon mẹ nhà_nước lũ hút máu dân
Nè ông già nếu còn liêm sỉ hảy từ Chức đi,1.0,41,nè ông_già nếu còn liêm_sỉ hảy từ_chức đi
"Phong cách ""chịch dở"" 🙈🙈🙈",1.0,25,"phong_cách "" chịch dở "" 🙈 🙈 🙈"
Mồ tổ cha mày chứ ko tưởng nhớ. Mày ko biết xem tin tức ak,2.0,58,mồ tổ cha mày chứ không tưởng_nhớ . mày không biết xem tin_tức ak
Là thực tập sinh dạy cấp 1 nhỉ,0.0,30,là thực_tập_sinh dạy cấp 1 nhỉ
Lm xong r h xin lỗy là xonghả,0.0,29,lm xong r h xin lỗy là xonghả
Mõm chúa =)))),1.0,14,mõm chúa = ) ) ) )
quá uy tín còn gì,0.0,17,quá uy_tín còn gì
Mồm loz adm ns ngu bm.,2.0,22,mồm loz adm nói ngu bm .
"Đụ má tao ghét cây ghét đắng mấy thằng dư luận viên vcc , tụi bây ăn cái lồn què gì mà đi bợ đít vcc vậy , bợ đít tụi nó vậy ông bà già tụi bây chắc tự hào lắm",2.0,159,"đụ má tao ghét cây ghét đắng mấy thằng dư_luận viên vcc , tụi bây ăn cái lồn què gì mà đi bợ_đít vcc_vậy , bợ_đít tụi nó vậy ông bà_già tụi bây chắc tự_hào lắm"
Phục cái lồn mẹ chúng mày ý,2.0,27,phục cái lồn mẹ chúng_mày ý
Địt mẹ thg Fake,2.0,15,địt_mẹ thg fake
Lỗi con cặc,1.0,11,lỗi con cặc
Tao đéo biết,1.0,12,tao đéo biết
Chụp ảnh cưới ở Mộc Châu siêu xịnnnn,0.0,36,chụp ảnh cưới ở mộc châu siêu xịnnnn
Bả lên ti-qui đẹp dễ sợ!!! Duyên dáng hà 👍👍👍👍👍,0.0,46,bả lên ti - qui đẹp dễ sợ ! ! ! duyên_dáng hà 👍 👍 👍 👍 👍
Pé Nguyễn : mày bị não phẳng à. Tao chửi bọn nhai đi nhai lại. Chứ fan cứng đi chửi boss bao giờ ? Hay thì share. Thuyết phục con cặc nè,2.0,136,pé nguyễn : mày bị não phẳng à . tao chửi bọn nhai đi nhai_lại . chứ fan cứng đi chửi boss bao_giờ ? hay thì share . thuyết_phục con cặc nè
Nửa tháng rồi cu em ơi im như thóc thế :))),0.0,43,nửa tháng rồi cu em ơi im như thóc thế : ) ) )
Má nó ác... ăn mấy đồng bạc đó phúc đức dữ lắm,1.0,46,má nó ác ... ăn mấy đồng_bạc đó phúc_đức dữ lắm
rác 5 củ và fan rác là một bãi cức chó,2.0,38,rác 5 củ và fan rác là một bãi cức chó
Mẹ mày hưởi quần xì của con ômô  ý lộn ômôi chứ kkk😁😁😁😁😁😁 cười ỉa,2.0,65,mẹ mày hưởi quần xì của con ômô ý lộn ômôi chứ kkk 😁 😁 😁 😁 😁 😁 cười ỉa
Giày fake giày real cũng là giày đều mang vào chân đều đạp đất hên xui đạp cứt có gì đâu mà cứ phải phân biệt này nọ đã vậy k biết có tiền mua nổi đôi dép k ở đó mà tỏ ra thượng đẳng phân biệt fake & real,1.0,204,giày fake giày real cũng là giày đều mang vào chân đều đạp đất hên xui đạp cứt có gì đâu mà cứ phải phân_biệt này_nọ đã vậy không biết có tiền mua nổi đôi dép không ở đó mà tỏ ra thượng đẳng phân_biệt fake & real
"Thổi nồng độ cồn, thu xe là"" để bảo vệ tài sản của dân và giống nòi""mà",0.0,70,"thổi nồng_độ cồn , thu xe là "" để bảo_vệ tài_sản của dân và giống_nòi "" mà"
Tao chịu status này đó AD tụi dlv nghe nhột ko tụi bây kaka,1.0,59,tao chịu status này đó admin tụi dlv nghe nhột không tụi bây kaka
"Ad óc cứt vkl. Ngu còn tỏ ra nguy hiểm, ra gặm xương đi ad.",2.0,59,"admin óc cứt vkl . ngu còn tỏ ra nguy_hiểm , ra gặm xương đi ad ."
Xin video vs bạn ^^,0.0,19,xin video với bạn ^ ^
Bọn thất Đức này,2.0,16,bọn thất_đức này
"Ôi dòi ad não phẳng muốn phản động nhưng k ai bênh mà, chỉ dùng vài bức ảnh, sử dụng PTS chèn chữ vào thôi, thật là lạc hậu quá, ad là tg nhà quê.",2.0,146,"ôi dòi admin não phẳng muốn phản_động nhưng không ai bênh mà , chỉ dùng vài bức ảnh , sử_dụng pts chèn chữ vào thôi , thật là lạc_hậu quá , admin là tg nhà_quê ."
 why cái lồn 2 thẻ đỏ 1 quả pen M còn why cái suy lồn à Địt con chó chết này,2.0,76,why cái lồn 2 thẻ_đỏ 1 quả pen m còn why cái suy lồn à địt con chó chết này
sì tai củ l gì thế này??,1.0,24,sì tai củ l gì thế này ? ?
Ri thì như thor luôn,0.0,20,ri thì như thor luôn
Thằng già kia đứng cười chứ :(,1.0,30,thằng già kia đứng cười chứ : (
Khổ thân,0.0,8,khổ_thân
Cực kì Mộ Dung Phục,0.0,19,cực_kì mộ dung phục
Gdinh nó có công vs cmang. Còn gdinh ad trốn chui lủi như chó. Thấy nó giàu và béo hơn mình thì ghen tỵ😂😂😂,1.0,106,gdinh nó có công với cmang . còn gdinh admin trốn chui_lủi như chó . thấy nó giàu và béo hơn mình thì ghen tỵ 😂 😂 😂
Fan cứng điểm danh,0.0,18,fan cứng điểm_danh
Thanh niên mạnh khỏe ko đi làm. Ăn cướp ăn trộm thế này.,1.0,56,thanh_niên mạnh_khỏe không đi làm . ăn_cướp ăn_trộm thế này .
Suc vât..ghet nhât cai thu hai ng.,2.0,34,suc vât . . ghet nhât cai thu hai ng .
xưa nay voz vẫn chất với những cua rơ như thế rồi bạn ui :3,0.0,59,xưa_nay voz vẫn chất với những cua_rơ như thế rồi bạn ui : 3
Anh tai hay danh hài?,0.0,21,anh tai hay danh_hài ?
I love you các cậu 😂😂,0.0,21,i love you các cậu 😂 😂
Chịu cái đit con mẹ mày ah? Cút mẹ mày về nước giùm đi Trâu sề…,2.0,63,chịu cái đit con_mẹ mày ah ? cút mẹ mày về nước giùm đi trâu sề …
"Nguyễn Thu Ngọc cá ai còn hâm mộ cuồng jack thì nhận thức cũng chỉ ngang mấy bé khăn quàng đỏ suy nghĩ nông nổi thôi, giờ u60 mà hâm mộ jack t cũng khinh",0.0,153,"nguyễn thu ngọc cá ai còn hâm_mộ cuồng jack thì nhận_thức cũng chỉ ngang mấy bé khăn_quàng_đỏ suy_nghĩ nông_nổi thôi , giờ u60 mà hâm_mộ jack t cũng khinh"
"Khốn nạn, chúng dàn cảnh 2 đứa hỏi đường, để đứa kia có thời cơ trộm xe vì cô gái mất cảnh giác,",1.0,96,"khốn_nạn , chúng dàn_cảnh 2 đứa hỏi đường , để đứa kia có thời_cơ trộm xe vì cô gái mất cảnh_giác ,"
một màu nam kì chúng m,2.0,22,một màu nam kì chúng m
Thanh niên phân biệt vùng miền bàn phím vãi lồng. Giỏi thì ra hà nội kêu bắc kỳ giữa đường hoặc sài gòn kêu nam kỳ xem. Coi thử có đi răng hàm mặt chỉnh hình không. Đkm lũ phân biệt vùng miền. Đkm lũ phản động.,2.0,210,thanh_niên phân_biệt vùng miền bàn_phím vãi lồng . giỏi thì ra hà_nội kêu bắc kỳ giữa đường hoặc sài_gòn kêu nam kỳ xem . coi thử có đi răng_hàm mặt chỉnh_hình không . đkm lũ phân_biệt vùng miền . đkm lũ phản_động .
So cái lon,1.0,10,so cái lon
Lương 7-8tr chẳng đủ ăn cơm đâu con ạ. Ăn tôm hùm sâu răng đây,0.0,62,lương 7 - 8tr chẳng đủ ăn cơm đâu con ạ . ăn tôm_hùm sâu_răng đây
"lũ Miền bắc máu lạnh, thế cũng làm được",2.0,39,"lũ miền bắc máu lạnh , thế cũng làm được"
câm mẹ mồm đi,1.0,13,câm mẹ mồm đi
"Lộc đéo cmt là bác đc yên r. Lộc cmt cái bác \""lên\"" nóc nhà bắt con gà... Bãi đéo nào cũng có dấu răng của L :))",1.0,113,"lộc đéo cmt là bác được yên r . lộc cmt cái bác \ "" lên \ "" nóc nhà bắt con gà ... bãi đéo nào cũng có dấu răng của l : ) )"
nhắn thêm chữ địt chị mày nữa chất vlon a êiiiii,2.0,48,nhắn thêm chữ địt chị mày nữa chất vlon a êiiiii
Tui muốn đi đúng làn lắm,0.0,24,tui muốn đi đúng làn lắm
"Nguyễn Tuấn Hiệp , nhưng thực sự nhạc nhẽo đéo nghe nổi hết 1phút =))))",1.0,71,"nguyễn tuấn hiệp , nhưng thực_sự nhạc nhẽo đéo nghe nổi hết 1phút = ) ) ) )"
Có phải nó mẹ đâu,1.0,17,có phải nó mẹ đâu
Bã mướng con bóng già nào chửi chị á Minh Hiếu,2.0,46,bã mướng con bóng già nào chửi chị á minh hiếu
Nguyen Cuong quá đã,0.0,19,nguyen cuong quá đã
Nguyễn Thị Thịnh xem ở đây chuẩn nè bạn,0.0,39,nguyễn thị thịnh xem ở đây chuẩn nè bạn
dm bữa ni đường 3m cũng có CA đứng @@,1.0,37,dm bữa_ni đường 3m cũng có ca đứng @ @
"Đụ má, em ức chế quá.",1.0,21,"đụ má , em ức_chế quá ."
Page của mày h xàm loz quá....riết toàn ngta zô chửi cha mắng mẹ mày ko vậy ad,2.0,78,page của mày h xàm loz quá ... . riết toàn ngta zô chửi cha mắng mẹ mày không vậy admin
Clm :))),1.0,8,clm : ) ) )
Dung lam tt nua,0.0,15,dung lam tt nua
Con chó đang cay lắm phải k Thg cha con mẹ đang hấp hối thoi thoi của mày đâu r xúc vật ơi. Đéo lo chôn cha mẹ m đi mà đi cắn bậy cho thg tiểu nhân Viruss nhiều thế con chó,2.0,172,con chó đang cay lắm phải không thg cha con_mẹ đang hấp_hối thoi thoi của mày đâu r xúc vật ơi . đéo lo chôn cha_mẹ m đi mà đi cắn bậy cho thg tiểu_nhân viruss nhiều thế con chó
Bắc được bắn tiệt nó đi,1.0,23,bắc được bắn tiệt nó đi
má ảnh boost rank bạch kim mà ảnh tưởng ảnh hay hay gì ấy,0.0,57,má ảnh boost rank bạch_kim mà ảnh tưởng ảnh hay hay gì ấy
phát ngôn như cái L,1.0,19,phát_ngôn như cái l
"Lena Stella kiếp trc sống lỗi, kiếp này ..",0.0,42,"lena stella kiếp trc sống lỗi , kiếp này . ."
Xem mà cười đau bụng😆,0.0,21,xem mà cười đau bụng 😆
"Dầu gì đi nữa t cũng là cháu của bá hộ ngọc lan, cháu bà ngũ thị đời mà chở vàng qua mỹ bỏ lại 2 cái villa ở sài gòn, cháu bà ba hoa Viện Kiểm sát tòa án nhân dân huyện hóc môn, mà cháu của cậu Tỉnh làm công an huyện hóc môn,mà e của Mỹ Lộc có nhà đất mặt tiền!' Nghe mắc ỉa ghê á! Huỵch nợ cô Minh Hiếu mà cái miệng quang quang, t cho cái chày đâm tiêu vô đầu m à!",1.0,365,"dầu gì đi_nữa t cũng là cháu của bá_hộ ngọc_lan , cháu bà ngũ thị đời mà chở vàng qua mỹ bỏ lại 2 cái villa ở sài_gòn , cháu bà ba_hoa viện kiểm_sát tòa_án nhân_dân huyện hóc_môn , mà cháu của cậu tỉnh làm công_an huyện hóc_môn , mà e của mỹ lộc có nhà_đất mặt_tiền ! ' nghe mắc ỉa ghê á ! huỵch nợ cô minh hiếu mà cái miệng quang quang , t cho cái chày đâm tiêu vô đầu m à !"
"Hiệp Đinh cái thứ tay nhanh hơn não mà cũng có tư cách nói à,, chưa biết ai hạ cấp đâu, m nghĩ ai cũng như mày á, biết bệnh mà vẫn á",2.0,132,"hiệp đinh cái thứ tay nhanh hơn não mà cũng có tư_cách nói à , , chưa biết ai hạ_cấp đâu , m nghĩ ai cũng như mày á , biết bệnh mà vẫn á"
"Phạm Thanh Tùng dm t cười , rảnh éo chịu",1.0,40,"phạm thanh tùng dm t cười , rảnh éo chịu"
Trư Bát Giới ngọc trinh dáng ngon mà cái mặt t thề nhìn tắt nứng,1.0,64,trư bát giới ngọc trinh dáng ngon mà cái mặt t_thề nhìn tắt_nứng
"Nhung ơi là Nhung, sao mày báo đời dữ vậy Nhung...):",1.0,52,"nhung ơi là nhung , sao mày báo đời dữ vậy nhung ... ) :"
À thế bạn ý hát bài j jui có ai giới thiệu cho mình đc ko. Lâu jui mình chẳng nghe bài hát mới nào cả,0.0,101,à thế bạn ý hát bài gì jui có ai giới_thiệu cho mình được ko . lâu jui mình chẳng nghe bài hát mới nào cả
Chúng ta đang sống trong môi trường cướp giật trộm cắp khắp nơi.,1.0,64,chúng_ta đang sống trong môi_trường cướp_giật trộm_cắp khắp nơi .
Xăng đg đc nhà nước trợ giá rẻ thế còn j nữa,0.0,44,xăng đg được nhà_nước trợ_giá rẻ thế còn gì nữa
Minh Ân Chu Đmm,2.0,15,minh ân chu đmm
Bắt đc đánh cho lại bảo thương,0.0,30,bắt được đánh cho lại bảo thương
My fucking mom,2.0,14,my fucking mom
"Xã hội ngày càng phát triển thì đạo đức con người lại ngày càng suy đồi. Thật sự bây giờ không ít các thành phần nghĩ mình là cha là mẹ thiên hạ, sống mà hống hách không coi ai ra gì, giết người rồi nói nhẹ như là giết 1 con kiến vậy. Thôi mong pháp lu… Xem thêm",1.0,262,"xã_hội ngày_càng phát_triển thì đạo_đức con_người lại ngày_càng suy_đồi . thật_sự bây_giờ không ít các thành_phần nghĩ mình là cha là mẹ thiên_hạ , sống mà hống_hách không coi ai ra_gì , giết người rồi nói nhẹ như là giết 1 con kiến vậy . thôi mong pháp lu … xem thêm"
Cái tội mẹ trai,1.0,15,cái tội mẹ trai
Mày là 1 con bọ gậy trong trong xô nước tù mãi không chui ra được đúng là trâu với dê,1.0,85,mày là 1 con bọ_gậy trong trong xô nước tù mãi không chui ra được đúng là trâu với dê
Quyền bảo thua 20m vẫn vui vẻ bình thường mực solo thua có 100k lải nhải suốt thôi,1.0,82,quyền bảo thua 20m vẫn vui_vẻ bình_thường mực solo thua có 100k lải_nhải suốt thôi
Ác thế không biết,1.0,17,ác thế không biết
Chiêu này vẫn còn hữu dụng,0.0,26,chiêu này vẫn còn hữu_dụng
xe chở súc vật mong người dân hãy tránh xa (đề phòng súc vật phóng uế lung tung làm mất vệ sinh).,2.0,97,xe chở súc_vật mong người dân hãy tránh xa ( đề_phòng súc_vật phóng_uế lung_tung làm mất vệ_sinh ) .
Con gái của thầy đó,0.0,19,con_gái của thầy đó
Nguyễn Kiều Nam trẩu nó vậy á bạn.,1.0,34,nguyễn kiều nam trẩu nó vậy á bạn .
"Nói nghe nè ah trọng gì đó ơi bổ ah bị lé hay là bị đuôi vậy ah ah kg thấy cầu thủ thái quất cái củ vào mặt cầu thủ việt nam chúng tôi sau ,nói nghe nè việt nam chúng tôi chơi rất công bằng và văn minh nhưng ai chơi dơ chơi chó sẽ nhận đc cái mà pải đag nhận nhé lúc thái quất cái củ trỏ vào mặt việt nam sau kg sự thế tới việt nam đá vô mặt lại sự thế mày bị đuôi đi làm trọng tài làm gì vậy ,chơi đẹp mai chơi tiếp nhé còn chơi dơ chơi cho giống mấy ah ák việt nam chúng tôi kg cần ok ,chơi chó",1.0,496,"nói nghe nè ah trọng gì đó ơi bổ ah bị lé hay_là bị đuôi vậy ah ah kg thấy cầu_thủ thái quất cái củ vào mặt_cầu_thủ việt_nam chúng_tôi sau , nói nghe nè việt_nam chúng_tôi chơi rất công_bằng và văn_minh nhưng ai chơi dơ chơi chó sẽ nhận được cái mà pải đag nhận nhé lúc thái quất cái củ trỏ vào mặt việt nam sau kg sự thế tới việt nam đá vô mặt lại sự thế mày bị đuôi đi làm trọng_tài làm gì vậy , chơi_đẹp mai chơi tiếp nhé còn chơi dơ chơi cho giống mấy ah ák việt_nam chúng_tôi kg cần ok , chơi chó"
Phạt nặng là thế nào . Bắn bỏ mẹ nó đi . Xem chừng nó có âm mưu đó !,1.0,68,phạt nặng là thế_nào . bắn bỏ_mẹ nó đi . xem_chừng nó có âm_mưu đó !
Lê Hải Long bởi vì chó là vật nuôi và lợn gà bò dê dc nuôi để ăn ok ? Ngu còn tỏ ra nguy hiểm :))),1.0,98,lê hải long bởi_vì chó là vật_nuôi và lợn gà bò dê được nuôi để ăn ok ? ngu còn tỏ ra nguy_hiểm : ) ) )
"Ở cái nơi sinh sôi nảy nở ra lũ cướp giật nhiều như mản thế thì nên cảnh giác đề phòng với những loại như..ngồi khư khư ở xe ,hỏi mua,hỏi đường,hỏi lăng nhăng, với lũ như này",1.0,174,"ở cái nơi sinh_sôi nảy_nở ra lũ cướp_giật nhiều như mản thế_thì nên cảnh_giác đề_phòng với những loại như . . ngồi khư_khư ở xe , hỏi mua , hỏi đường , hỏi lăng_nhăng , với lũ như này"
em ủng hộ bác. Mấy ông lên cào phím kêu ng ta mãi lộ thì 10 ông có 9 ông sai lè lè ra. Đưa tiền ng ta k nhận thì gào lên là làm khó k tạo đk mà ng ta nhận để tạo đk cho vẫn có xe đi lại thì kêu ng ta nhận hối lộ,0.0,211,em ủng_hộ bác . mấy ông lên cào phím kêu ng ta mãi lộ thì 10 ông có 9 ông sai lè lè ra . đưa tiền ng ta không nhận thì gào lên là làm_khó không tạo đk mà ng ta nhận để tạo đk cho vẫn có xe đi_lại thì kêu ng ta nhận hối_lộ
Cln lồn này xàm lồn,2.0,19,cln lồn này xàm lồn
Lũ này cần bắn bỏ,2.0,17,lũ này cần bắn_bỏ
Cố gắng lên ông còn hai trận gặp indo kìa,0.0,41,cố_gắng lên ông còn hai trận gặp indo kìa
Xin vĩnh biệt cụ,0.0,16,xin vĩnh_biệt_cụ
Anh đó chửi con đỷ này nghe đã tai,2.0,34,anh đó chửi con đỷ này nghe đã tai
Địt mẹ thiên đường ad nhỉ,2.0,25,địt_mẹ thiên_đường admin nhỉ
So cmm cút đi nghe,1.0,18,so cmm cút đi nghe
còn nhân dân sẽ nhớ muôn đời Lũ súc sinh con Nghiệt súc như mày,2.0,63,còn nhân_dân sẽ nhớ muôn_đời lũ súc_sinh con nghiệt súc như mày
Xin cái thẻ đỏ ạ,0.0,16,xin cái thẻ_đỏ ạ
Nguyễn Trọng Hiệp có cần cho mượn con bmw 760li ko :)),0.0,54,nguyễn trọng hiệp có cần cho mượn con bmw 760li không : ) )
"Xe tắng thiết giáp đáp lồn má mấy thằng ở trên,cmt ngu vl",2.0,57,"xe tắng thiết_giáp đáp lồn má mấy thằng ở trên , cmt ngu vl"
Công an nên truy quét mấy loại này . Chứ cứ ra chặn đầu xe dân lành kiếm ăn làm ji . Riết tôi thấy csgt còn đông hơn người điều khiển xe máy,0.0,140,công_an nên truy_quét mấy loại này . chứ cứ ra chặn đầu xe dân lành kiếm_ăn làm ji . riết tôi thấy csgt còn đông hơn người điều_khiển xe_máy
Ý thức không bằng cả Huấn râu gì. Chán,1.0,38,ý_thức không bằng cả huấn râu gì . chán
nếu đúng đạo nhạc thật mà bị kiện thì có thể bồi thường và đi tù đấy,0.0,68,nếu đúng đạo nhạc thật mà bị kiện thì có_thể bồi_thường và đi tù đấy
Con đỉ minh hiếu là con đỉ khùng dơ con súc vật sánh cũng không bằng  nó nghe   con rác rửi  con khùng bẩm sinh con quái vật,2.0,124,con đỉ minh hiếu là con đỉ khùng dơ con súc_vật sánh cũng không bằng nó nghe con rác rửi con khùng bẩm_sinh con quái_vật
Đập chết cmn luôn,2.0,17,đập chết cmn luôn
tội mê trai,1.0,11,tội mê trai
Tài Lê Tấc nhiêng là mưu sự do nhân mà thành sự do thiên,0.0,56,tài lê tấc nhiêng là mưu sự do nhân mà thành sự do thiên
ad càng ngày thấy càng ngu thì fải,1.0,34,admin càng ngày thấy càng ngu thì fải
Vụ gì thì kệ mẹ đi cứ lôi ra mà bới móc ???,1.0,43,vụ gì thì kệ mẹ đi cứ lôi ra mà bới_móc ? ? ?
Có nha. Sao có thể ko. Vì nó sống rất có đạo Đức,0.0,48,có nha . sao có_thể ko . vì nó sống rất có đạo_đức
Cái lồn con mẹ m m ngu như một con chó ý chu si ê cc ạ m đéo bằng người thầy đáng kính của Park Hang Seo của Việt Nam dm cái loại mặt lồn như m thì làm đc cái dbcc gì cái loại m mà gặp tao là cút luôn chứ đừng quay lại,2.0,218,cái lồn con_mẹ m m ngu như một con chó ý chu si ê cc ạ m đéo bằng người thầy đáng kính của park hang_seo của việt nam dm cái loại mặt lồn như m thì làm được cái dbcc gì cái loại m mà gặp tao là cút luôn chứ đừng quay lại
Ngon thì kiếm người giàu mà cướp,1.0,32,ngon thì kiếm người giàu mà cướp
Zinloi cái cc,1.0,13,zinloi cái cc
Cực kì thuyết phục ! :)),0.0,24,cực_kì thuyết_phục ! : ) )
Khó chịu vl,1.0,11,khó_chịu vl
Có màu rằn ri Ko b,0.0,18,có màu rằn_ri không b
thằng idol m còn viết tus giọng cay cú chứ còn chả nói chuyện tử tế được như ngta =]] còn đúng sai tnao làm căng lên sẽ rõ,1.0,122,thằng idol m còn viết tus giọng cay_cú chứ còn chả nói_chuyện tử_tế được như ngta = ] ] còn đúng sai tnao làm căng lên sẽ rõ
Trang lồn trâu này chả khác đéo gì việt tân. Fan thì địt có ai. Toàn gây thù chuốc oán cho nhau. Còn những thằng cmt ở trên vs những cái suy nghĩ lệch lạc cũng chẳng khác lồn gì lũ bán nước.,2.0,190,trang lồn trâu này chả khác đéo gì việt tân . fan thì địt có ai . toàn gây thù chuốc oán cho nhau . còn những thằng cmt ở trên với những cái suy_nghĩ lệch_lạc cũng chẳng khác lồn gì lũ bán_nước .
Quá lộng hành,0.0,13,quá lộng_hành
Nó cho mầy nhiều tiền nói luôn đi! Lm trọng tài kiểu thế hả,0.0,59,nó cho mầy nhiều tiền nói luôn đi ! lm trọng_tài kiểu thế hả
Cùng môt nhóm !,0.0,15,cùng môt nhóm !
 thôi nào đừng dí em nó đg ngủ coi chừng đt rung quá bật lên thấy lại khóc kinh lắm,0.0,83,thôi nào đừng dí em nó đg ngủ coi_chừng đt rung quá bật lên thấy lại khóc kinh lắm
Nhiều chiện quá cũng đáng,0.0,25,nhiều chiện quá cũng đáng
Cái mieng con linh loc  ik nhu cái lon trau,1.0,43,cái mieng con linh loc ik nhu cái lon trau
"thằng ngu sơn này nó cầm con hecarim đi rừng ngu 2/17 đúng k anh ? Đúng thằng óc vật có khác, bảo sao mãi lóp ngóp ở bk4, ngu thế lại còn duo lb2 nữa, ngu vậy có kata thách đấu nó gánh cho còn thua chứ thằng lb2 rách thì làm đc gì, thằng sơn đâu vào đây anh bảo",2.0,261,"thằng ngu sơn này nó cầm con hecarim đi rừng ngu 2 / 17 đúng không anh ? đúng thằng óc vật có khác , bảo sao mãi lóp_ngóp ở bk4 , ngu thế lại còn duo lb2 nữa , ngu vậy có kata thách đấu nó gánh cho còn thua chứ thằng lb2 rách thì làm được gì , thằng sơn đâu vào đây anh bảo"
ủa t đang nói cái m ví dụ kìa :)) nhảy đi đâu v,0.0,47,ủa t đang nói cái m ví_dụ kìa : ) ) nhảy đi đâu v
Đánh trụ me đi đã k bao h check map còn ngựa ngựa trêu nó này thì ggez,1.0,70,đánh trụ me đi đã không bao h check map còn ngựa ngựa trêu nó này thì ggez
Xã hội cong vòng,1.0,16,xã_hội cong vòng
Lấy của người giàu thì còn chấp nhận dc chứ người ta ngeo mà cũng k tha tụi này sớm muộn gì cũng nằm đườg hoặc vô tu,0.0,137,lấy của người giàu thì còn chấp_nhận được chứ người_ta ngeo mà cũng không tha tụi này sớm_muộn gì cũng nằm đườg hoặc vô tu
thôi tất cả chỉ là diễn,0.0,23,thôi tất_cả chỉ là diễn
làm hỏng trận đấu xong xin lỗi,0.0,30,làm hỏng trận đấu xong xin_lỗi
Luc óc chó này ăn lắm cứt quá,2.0,29,luc óc chó này ăn lắm cứt quá
